Jurisdiction,Office,Race Name,Number of Seats,Candidate Name,Votes Received,Percent Received,Total Votes,Elected,Election Date
Town of Fountain Prairie,Town Board Supervisor 3,Town Board Supervisor 3 Town of Fountain Prairie,1,David Liebenthal,223,97.81,228,1,04/13/20
Town of Lodi,Town Board Supervisor 3,Town Board Supervisor 3 Town of Lodi,1,Marc Hamilton,704,64.47,1088,1,04/13/20
Town of Lodi,Town Board Supervisor 3,Town Board Supervisor 3 Town of Lodi,1,Chad Wolter,384,35.16,1088,0,04/13/20
Town of Pacific,Town Board Supervisor 3,Town Board Supervisor 3 Town of Pacific,1,Doc Paulk,491,60.39,806,1,04/13/20
Town of Pacific,Town Board Supervisor 3,Town Board Supervisor 3 Town of Pacific,1,Irma J. Brockley,315,38.75,806,0,04/13/20
Town of West Point,Town Board Supervisor 3,Town Board Supervisor 3 Town of West Point,1,Karmin Enge,590,99.83,590,1,04/13/20
Town of Dekorra,Town Board Supervisor 4,Town Board Supervisor 4 Town of Dekorra,1,Gary Leatherberry,460,64.7,710,1,04/13/20
Town of Dekorra,Town Board Supervisor 4,Town Board Supervisor 4 Town of Dekorra,1,Valicia Gilbert,250,35.16,710,0,04/13/20
Town of Lodi,Town Board Supervisor 4,Town Board Supervisor 4 Town of Lodi,1,Karla Faust,642,59.33,1078,1,04/13/20
Town of Lodi,Town Board Supervisor 4,Town Board Supervisor 4 Town of Lodi,1,Connie Sears,436,40.3,1078,0,04/13/20
Town of West Point,Town Board Supervisor 4,Town Board Supervisor 4 Town of West Point,1,David Lendved,560,99.82,560,1,04/13/20
Fall River School District,School Board Member,School Board Member Fall River School District,1,Warren Koenig,387,58.81,658,1,04/13/20
Lodi School District,School Board Member,School Board Member School District of Lodi,2,Barb Beyer,1470,37.73,3879,1,04/13/20
Lodi School District,School Board Member,School Board Member School District of Lodi,2,H. Adam Steinberg,1398,35.88,3879,1,04/13/20
Lodi School District,School Board Member,School Board Member School District of Lodi,2,Bud Styer,1011,25.95,3879,0,04/13/20
Poynette School District,School Board Member,School Board Member School District of Poynette,2,Randy Tomlinson,1096,38.65,2826,1,04/13/20
Poynette School District,School Board Member,School Board Member School District of Poynette,2,Sally Stewart,1056,37.24,2826,1,04/13/20
Poynette School District,School Board Member,School Board Member School District of Poynette,2,Michael Ritzke,674,23.77,2826,0,04/13/20
Sun Prairie Area School District,School Board Member,School Board Member Sun Prairie Area School District,2,Carol Sue Albright,7,50.0,14,1,04/13/20
Sun Prairie Area School District,School Board Member,School Board Member Sun Prairie Area School District,2,Tom Weber,7,50.0,14,1,04/13/20
Baraboo School District,School Board Member,School Board Member School District of Baraboo,3,Paul Kujak,4,33.33,12,1,04/13/20
Baraboo School District,School Board Member,School Board Member School District of Baraboo,3,Timothy Heilman,3,25.0,12,1,04/13/20
Baraboo School District,School Board Member,School Board Member School District of Baraboo,3,Doug Mering,3,25.0,12,1,04/13/20
Baraboo School District,School Board Member,School Board Member School District of Baraboo,3,Gwynne F. Peterson,2,16.67,12,0,04/13/20
Columbus School District,School Board Member,School Board Member Columbus School District,3,Travis Heiman,1473,30.62,4795,1,04/13/20
Columbus School District,School Board Member,School Board Member Columbus School District,3,John Pearson,1205,25.05,4795,1,04/13/20
Columbus School District,School Board Member,School Board Member Columbus School District,3,Lee Trask,1156,24.03,4795,1,04/13/20
Columbus School District,School Board Member,School Board Member Columbus School District,3,Cindy Damm,961,19.98,4795,0,04/13/20
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,3,Becky L. Levzow,911,21.16,4295,1,04/13/20
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,3,Karla Becker Walker,735,17.07,4295,1,04/13/20
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,3,Lynette A. Ives,708,16.44,4295,1,04/13/20
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,3,Justin Nickel,698,16.21,4295,0,04/13/20
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,3,Chuck Achterberg,665,15.44,4295,0,04/13/20
Pardeeville Area School District,School Board Member,School Board Member Pardeeville Area School District,3,Judd Becker,578,13.42,4295,0,04/13/20
Randolph School District,School Board Member,School Board Member Randolph School District,3,Keith Medema,184,23.65,774,1,04/13/20
Randolph School District,School Board Member,School Board Member Randolph School District,3,Keith Gundlach,179,23.01,774,1,04/13/20
Randolph School District,School Board Member,School Board Member Randolph School District,3,Allen Drews,167,21.47,774,1,04/13/20
Randolph School District,School Board Member,School Board Member Randolph School District,3,Dave Tietz,153,19.67,774,0,04/13/20
Randolph School District,School Board Member,School Board Member Randolph School District,3,Pene Haffele,91,11.7,774,0,04/13/20
Rio Community School District,School Board Member,School Board Member Rio Community School District,3,Eugene Vangen,597,30.44,1943,1,04/13/20
Rio Community School District,School Board Member,School Board Member Rio Community School District,3,Rick Kleist,491,25.04,1943,1,04/13/20
Rio Community School District,School Board Member,School Board Member Rio Community School District,3,Beth Laufenberg,458,23.36,1943,1,04/13/20
Rio Community School District,School Board Member,School Board Member Rio Community School District,3,Alice Marquardt,397,20.24,1943,0,04/13/20
Cambria-Friesland School District,School Board Member,School Board Member Cambria-friesland School District,1,Denise Bancroft-Hart,482,100.0,482,1,04/13/20
Cambria-Friesland School District,School Board Member,School Board Member Cambria-friesland School District,1,Jason L. Graham,485,98.98,490,1,04/13/20
DeForest Area School District,School Board Member,School Board Member Deforest Area School District,1,Linda Leonhart,117,98.32,119,1,04/13/20
DeForest Area School District,School Board Member,School Board Member Deforest Area School District,2,Gail Lovick,111,56.06,198,1,04/13/20
DeForest Area School District,School Board Member,School Board Member Deforest Area School District,2,Steve Tenpas,85,42.93,198,1,04/13/20
Markesan District Schools,School Board Member,School Board Member Markesan District Schools,1,David Abendroth,7,100.0,7,1,04/13/20
Markesan District Schools,School Board Member,School Board Member Markesan District Schools,1,Ruth Schwandt,6,100.0,6,1,04/13/20
Markesan District Schools,School Board Member,School Board Member Markesan District Schools,1,Jon Clark,5,100.0,5,1,04/13/20
Markesan District Schools,School Board Member,School Board Member Markesan District Schools,1,Parkis Waterbury,8,100.0,8,1,04/13/20
Portage Community School District,School Board Member,School Board Member Portage Community School District,1,Kelly Behnke,2832,99.47,2832,1,04/13/20
Portage Community School District,School Board Member,School Board Member Portage Community School District,1,Steven Pate,2892,99.31,2892,1,04/13/20
Sauk Prairie School District,School Board Member,School Board Member Sauk Prairie School District,1,Mary Ann Marx,238,52.08,454,1,04/13/20
Sauk Prairie School District,School Board Member,School Board Member Sauk Prairie School District,1,Amy Alt,216,47.26,454,0,04/13/20
Sauk Prairie School District,School Board Member,School Board Member Sauk Prairie School District,1,Richard Judge,402,98.53,408,1,04/13/20
Wisconsin Dells School District,School Board Member,School Board Member School District of Wisconsin Dells,1,Erik T. Backhaus,557,99.46,557,1,04/13/20
Wisconsin Dells School District,School Board Member,School Board Member School District of Wisconsin Dells,1,Joey Van Dinter,537,99.26,537,1,04/13/20
Wisconsin Dells School District,School Board Member,School Board Member School District of Wisconsin Dells,1,Kathy Anderson,529,99.44,529,1,04/13/20
Columbia County,County Supervisor District 1,County Supervisor District 1,1,Troy Ryan,89,67.42,132,1,04/05/22
Columbia County,County Supervisor District 1,County Supervisor District 1,1,Daniel P. McSwain,40,30.3,132,0,04/05/22
Columbia County,County Supervisor District 2,County Supervisor District 2,1,Mike Weyh,136,97.14,140,1,04/05/22
Columbia County,County Supervisor District 3,County Supervisor District 3,1,Josiah N. Wynn,289,66.13,435,1,04/05/22
Columbia County,County Supervisor District 3,County Supervisor District 3,1,David Dwyer,146,33.41,435,0,04/05/22
Columbia County,County Supervisor District 4,County Supervisor District 4,1,Joe Harvestine,187,52.23,357,1,04/05/22
Columbia County,County Supervisor District 4,County Supervisor District 4,1,Vern E. Gove,170,47.49,357,0,04/05/22
Columbia County,County Supervisor District 5,County Supervisor District 5,1,Adam Field,147,99.32,147,1,04/05/22
Columbia County,County Supervisor District 6,County Supervisor District 6,1,Eric Shimpach,278,64.5,430,1,04/05/22
Columbia County,County Supervisor District 6,County Supervisor District 6,1,Kyle Bernander,152,35.27,430,0,04/05/22
Columbia County,County Supervisor District 7,County Supervisor District 7,1,Shawn Woody Barker,224,98.25,228,1,04/05/22
Columbia County,County Supervisor District 8,County Supervisor District 8,1,Steven Rohrbeck,210,99.06,210,1,04/05/22
Columbia County,County Supervisor District 9,County Supervisor District 9,1,Char Holtan,212,99.53,212,1,04/05/22
Columbia County,County Supervisor District 10,County Supervisor District 10,1,Adam Hahn,176,48.48,363,1,04/05/22
Columbia County,County Supervisor District 10,County Supervisor District 10,1,JoAnn Wingers,131,36.09,363,0,04/05/22
Columbia County,County Supervisor District 11,County Supervisor District 11,1,Andrew Fischer,251,62.59,401,1,04/05/22
Columbia County,County Supervisor District 11,County Supervisor District 11,1,Kim Manley,145,36.16,401,0,04/05/22
Columbia County,County Supervisor District 12,County Supervisor District 12,1,Steven Balsiger,175,57.0,306,1,04/05/22
Columbia County,County Supervisor District 12,County Supervisor District 12,1,Patricia Huggett,131,42.67,306,0,04/05/22
Columbia County,County Supervisor District 13,County Supervisor District 13,1,Brad Cook,195,54.93,352,1,04/05/22
Columbia County,County Supervisor District 13,County Supervisor District 13,1,Nikole Nesseth,157,44.23,352,0,04/05/22
Columbia County,County Supervisor District 14,County Supervisor District 14,1,Liz Miller,204,52.44,389,1,04/05/22
Columbia County,County Supervisor District 14,County Supervisor District 14,1,Steven J. Boldt,185,47.56,389,0,04/05/22
Columbia County,County Supervisor District 15,County Supervisor District 15,1,Andrew C. Kolberg,244,67.78,360,1,04/05/22
Columbia County,County Supervisor District 15,County Supervisor District 15,1,Mark Sleger,116,32.22,360,0,04/05/22
Columbia County,County Supervisor District 16,County Supervisor District 16,1,Denise Brusveen,341,100.0,341,1,04/05/22
Columbia County,County Supervisor District 17,County Supervisor District 17,1,Christopher Polzer,196,97.51,201,1,04/05/22
Columbia County,County Supervisor District 18,County Supervisor District 18,1,Harlan Baumgartner,290,53.31,542,1,04/05/22
Columbia County,County Supervisor District 18,County Supervisor District 18,1,Alexandra M. Hasselberger,252,46.32,542,0,04/05/22
Columbia County,County Supervisor District 19,County Supervisor District 19,1,Keith F. Miller,186,95.88,194,1,04/05/22
Columbia County,County Supervisor District 20,County Supervisor District 20,1,Darren Schroeder,270,98.9,273,1,04/05/22
Columbia County,County Supervisor District 21,County Supervisor District 21,1,Henry A. St. Maurice,332,96.23,345,1,04/05/22
Columbia County,County Supervisor District 22,County Supervisor District 22,1,Matthew L. Rohrbeck,253,64.05,395,1,04/05/22
Columbia County,County Supervisor District 22,County Supervisor District 22,1,Michael Raether,142,35.95,395,0,04/05/22
Columbia County,County Supervisor District 23,County Supervisor District 23,1,Andrew Groves,385,68.02,563,1,04/05/22
Columbia County,County Supervisor District 23,County Supervisor District 23,1,James Foley,178,31.45,563,0,04/05/22
Columbia County,County Supervisor District 24,County Supervisor District 24,1,John Stevenson,226,68.28,331,1,04/05/22
Columbia County,County Supervisor District 24,County Supervisor District 24,1,Tom Scola,100,30.21,331,0,04/05/22
Columbia County,County Supervisor District 25,County Supervisor District 25,1,Tess Carr,450,54.41,827,1,04/05/22
Columbia County,County Supervisor District 25,County Supervisor District 25,1,Jon Plumer,377,45.59,827,0,04/05/22
Columbia County,County Supervisor District 26,County Supervisor District 26,1,Theresa Valencia,302,51.1,590,1,04/05/22
Columbia County,County Supervisor District 26,County Supervisor District 26,1,Kyle Kurt,288,48.73,590,0,04/05/22
Columbia County,County Supervisor District 27,County Supervisor District 27,1,Jeffrey A. Leckwee,463,69.0,670,1,04/05/22
Columbia County,County Supervisor District 27,County Supervisor District 27,1,Jamie Julian,207,30.85,670,0,04/05/22
Columbia County,County Supervisor District 28,County Supervisor District 28,1,Douglas Richmond,203,66.56,303,1,04/05/22
Columbia County,County Supervisor District 28,County Supervisor District 28,1,Scott R. Neale,100,32.79,303,0,04/05/22
Portage Multi-jurisdiction,Multi-jurisdictional Judge,Multi-jurisdictional Judge Portage,1,Karl N. Kindschi,1260,99.84,1260,1,04/05/22
City of Lodi,Mayor,Mayor City of Lodi,1,Ann Groves Lloyd,753,92.62,813,1,04/05/22
City of Portage,Mayor,Mayor City of Portage,1,Mitchel Craig,930,59.27,1567,1,04/05/22
City of Portage,Mayor,Mayor City of Portage,1,Rick Dodd,637,40.6,1567,0,04/05/22
City of Columbus,Alderperson District 1,Alderperson District 1,1,Ian Gray,265,94.64,280,1,04/05/22
City of Columbus,Alderperson District 2,Alderperson District 2,1,Adam Steiner,259,98.11,264,1,04/05/22
City of Columbus,Alderperson District 3,Alderperson District 3,1,Amy Roelke,246,98.4,250,1,04/05/22
City of Lodi,Alderperson,Alderperson City of Lodi,3,Peter Tonn,683,36.58,1867,1,04/05/22
City of Lodi,Alderperson,Alderperson City of Lodi,3,Rich Stevenson,578,30.96,1867,1,04/05/22
City of Lodi,Alderperson,Alderperson City of Lodi,3,Nick Strasser,561,30.05,1867,1,04/05/22
City of Portage,Alderperson District 2,Alderperson District 2,1,Susan Bauer Frye,134,66.01,202,1,04/05/22
City of Portage,Alderperson District 2,Alderperson District 2,1,David P. Perrodin,68,33.5,202,0,04/05/22
City of Portage,Alderperson District 5,Alderperson District 5,1,Karen Melito,93,70.45,131,1,04/05/22
City of Portage,Alderperson District 5,Alderperson District 5,1,Jeff Monfort,38,28.79,131,0,04/05/22
City of Portage,Alderperson District 6,Alderperson District 6,1,Eric Shimpach,195,68.42,285,1,04/05/22
City of Portage,Alderperson District 6,Alderperson District 6,1,Michael T. Mulhern,90,31.58,285,0,04/05/22
City of Portage,Alderperson District 9,Alderperson District 9,1,Christopher L. Crawley,94,66.67,141,1,04/05/22
City of Portage,Alderperson District 9,Alderperson District 9,1,Lance E. DeJong,47,33.33,141,0,04/05/22
Village of Friesland,Village President,Village President Village of Friesland,1,Steven Williams,45,88.24,51,1,04/05/22
Village of Friesland,Village Trustee,Village Trustee Village of Friesland,1,Gary Steinich,51,96.23,53,1,04/05/22
Village of Arlington,Village Trustee,Village Trustee Village of Arlington,2,Tom Gabel,86,90.53,95,1,04/05/22
